Choice,follower_count,following_count,listed_count,mentions_received,retweets_received,mentions_sent,retweets_sent,posts,network_feature_1,network_feature_2,network_feature_3
0,1454558,122734,14899,9893.921659,5004.3484,9.379467571,-0.958489459,150.6007056,28552,-110.6787129,-14728.25879
1,-18997,-17024,-244,-561.0976491,-389.2431948,-21.90747832,-5.301051337,-26.23646107,-1728,53.03070423,1110.007307
1,-222943,417,-6123,-56.14427641,-11.27305325,1.542282901,0,-3.629825467,-209,-54.42523364,-6894.163551
0,80901,-629,6493,71.80418201,27.3908096,-10.04868216,-3.999317405,-8.134738802,311,-603.3195938,-828.2983814
1,2135,1241,-19,0.144759653,-0.48389567,-1.066201913,-0.512905783,-1.311074419,3,-102.6555556,-327.7111111
0,-116535,309,-6227,-595.7715879,-147.8311994,2.144313412,0,-0.550066685,-2133,92.9060917,1445.743228
0,2928,-194,95,16.84236167,2.411458763,5.778460434,0.510315481,1.96161463,60,30.40322581,952.3548387
0,212729,-159,6238,469.4583934,234.3653878,28.1574966,0.739178985,20.62216163,1777,51.21942232,-381.3555092
1,582809,12970,13318,5678.443609,59.39848555,2.594069446,0,0.781500219,8001,22.15370416,3983.725326
0,3299829,547906,19811,920.8780002,200.782418,27.13888955,-0.772817431,36.19204992,3631,-19.88087355,162.7786471
0,2796222,-488,-8841,3752.334548,2371.308991,-6.155141939,-6.218833591,-12.22665945,13110,-46.65404777,-948.4519848
0,344,920,4,-7.139143254,0.032941724,-0.496527117,0.239018782,-1.998036126,-4,-0.5,25.83333333
0,736872,-57,20031,1601.101231,368.5280608,29.23134844,7.207790087,17.30786948,5973,39.51611686,1900.280444
1,-14822,-12159,-867,-48.42976726,-13.09431431,-17.78824836,-1.747521655,-13.58743818,-168,-184.7117647,-10791.74706
1,96336,53133,2720,39.26203652,19.21671372,-0.266959198,0,-0.266959198,163,-49.03186275,1376.067647
0,630818,-253,7453,614.3912483,329.2295876,3.710342485,1.240062414,11.96309896,2534,21.33865939,1025.068979
0,84859,67007,5088,150.0464126,67.82332223,5.379845616,0,71.7787704,567,204.8832753,9543.39547
1,-1827775,-222,-30401,-1669.187425,-387.3729223,-27.24205805,-6.470854208,-16.31195491,-6245,-30.04954388,-1907.777131
0,196064,1418,4620,706.8052515,309.6011321,4.96516764,4.22253969,14.07498887,2681,-171.0681028,-11987.54171
1,2261366,20336,5793,4332.944572,-358.5300566,-3.95487428,-0.246580312,-5.510309884,15383,-18.11025731,-931.8624709
1,-1353058,432,-1478,89.3241146,21.72502427,0.323701446,-0.465707796,0.270644969,359,-163.3537912,-9014.751561
1,-10747,-6160,28,67.24495959,26.82348719,1.732764458,0.246335183,1.431052279,229,79.72961373,2738.39485
1,-97548,-744,-5861,-152.089878,-65.36960449,-1.478868352,-0.749784559,-1.483629039,-630,-20.79533746,-2044.187532
0,2155755,591,20889,-23.48016023,67.53252558,-3.724045458,-1.480138743,-4.263093859,174,10.72862334,2592.34816
0,-716416,-3009,3295,1151.395067,575.0055948,-0.715757223,0.258432941,4.533198168,3741,-47.62351552,-61748.93337
0,216717,-2758,931,452.4467774,139.907031,13.3385187,2.943189906,13.54747865,1796,13.66191781,1375.807671
0,4206,-729,794,4.964430699,0.926428767,1.498294501,0.495308654,1.232346086,20,186.7555556,3403.466667
1,18,392,-4,-4.959054209,-0.811136696,0.24150082,-0.014708191,-0.514852159,-15,-45.83333333,-1583.738095
1,784219,1819,11642,47.11263499,19.72961927,3.427269,2.051451474,3.978427071,188,-73.61659034,591.7353668
0,506,497,36,3.34999134,0.609189703,1.468406023,0.734203012,1.732161618,12,-76.2,-1541.2
1,3095662,535548,17493,921.4260184,201.7871134,41.216686,0.495458722,42.71320112,3622,-252.0375333,-13998.01983
1,-3302420,-550598,-20006,-936.2791831,-206.001269,-40.97766722,-0.495458722,-41.69447514,-3690,102.8491275,1135.903893
1,-132004,-225,-936,-199.8591286,-101.7838922,-30.54828334,-3.148504126,-21.83441901,-622,182.2510506,1267.178164
0,500,-48,36,0.249130709,-0.2055701,0,0,-1.026018807,1,787,6478.5
0,499654,56,1067,1638.704914,305.6096079,3.480553461,1.757722912,0.701107195,4999,-41.32674593,-5875.449941
1,-146260,-49266,-9392,-146.2107232,-84.35051562,-1.207852169,0,-3.688987395,-600,-54.80230643,-1953.62603
1,-111632,140143,5541,144.3770954,-22.06588903,19.72361718,0.266322996,11.81031179,251,224.5955789,11010.84942
0,102096,286,968,1721.76081,763.3824337,29.49846868,8.467863563,90.48094453,4061,10.31026948,1540.213037
0,28151,26419,869,0.924932757,-0.606902779,0.061308801,0,0.551443383,4,16.70833333,89.20833333
1,4002,1482,-74,-19.66571533,-7.189487956,-5.132873606,-1.51290098,-5.12419921,-84,-58.5862069,815.2643678
1,-267473,-2073,-7833,-27.45457219,5.984946873,7.426209658,3.341252189,11.02134513,-153,17.30348988,-124.6906506
1,-26498,-24245,-138,-8.048216468,-7.606971998,-0.958489459,-0.958489459,-41.86343257,-12,-121.6428571,-15764.21429
1,-2239613,5980,-22219,-488.6319096,-211.3252863,-0.765207806,-0.264289606,2.495241769,-1916,88.51216986,-969.3764889
0,488079,105,3656,1206.835698,599.6210967,0.741518666,0.492695249,6.944231187,3917,6.859817814,489.9832996
0,1427701,145770,14547,9710.63151,4949.330931,10.33795703,0,192.9719149,27965,-4.2124234,-2051.508203
1,-1522857,-746,-41507,-3276.022979,-1370.481059,43.36286888,-6.457852373,20.18723519,-12056,-47.9301175,-866.3412116
0,116635,-53111,-2075,404.4985786,114.9145897,13.3385187,2.943189906,13.54747865,1593,-16.43121945,-1841.559976
1,-3622,2378,19,-2.232486368,-0.614052982,-0.761626622,0,-1.257085344,-11,-13.27272727,-520.1818182
0,-261298,-275972,-3365,-6.971785406,-0.147748824,2.035263953,0.498878883,4.565861417,-10,72.2915876,1931.624288
1,-3322,-1246,-124,-1.844725494,-0.853796105,1.005347141,0.251336785,0.251336785,-7,8.722222222,-370.5
1,-7820,-1001,-8247,-256.8654898,-49.02253583,-13.01140039,-0.234262308,-13.56466921,-886,-106.3671812,-3640.408091
0,-27191,41908,-4173,-375.3917919,-168.8180754,-7.76990715,-4.991697368,-5.70285158,-1283,10.46664984,66.56003659
1,-281322,66581,1722,-1017.556474,-347.1465482,-44.43828389,-7.961053359,-10.65590289,-2882,187.9689161,8116.049196
1,-729986,1450,-7499,11.42548607,76.90886887,5.787898847,3.504804138,8.463235319,-209,8.150929553,-1691.529503
0,230972,-1337,2581,54.18917627,10.44157373,7.692208913,-0.037573526,8.235875016,212,62.61301838,2898.619958
0,-2721,-622,-182,-2.552339199,-0.668700831,-2.237829202,0,-1.496035312,-8,-117.9444444,-3161.588889
0,48698,41338,1440,-3.491508439,-0.34305239,-4.669426306,-0.769632768,-2.852733861,-6,-167.625,-12376
1,-218929,35461,11826,-2241.836143,-939.1296673,-7.076357593,1.24457004,-28.61315847,-7854,175.2178414,2307.053588
1,-2839,-2880,-39,-3.823014936,-2.470609442,0.234262308,0,-0.542382627,-16,87,767.0555556
1,-5471,157,-131,-12.18932379,-1.736308043,-4.283798902,-1.761187422,-3.476928556,-38,-203.8157895,-5936.526316
0,-128172,-812,-5319,-393.4607518,-168.3824499,4.12355119,2.655660325,5.885804811,-1524,-38.91742682,1639.108499
0,18072,278,23,9.86408238,1.131372262,0.758665076,0.261018241,1.481555839,35,-25.14761905,775.5238095
1,-2272600,-3021,-11887,-6782.107365,-2944.226272,-12.85521993,-2.691357618,-66.10570494,-21677,-6.859364312,-1101.202016
0,4186,193,292,8.76964061,3.168037472,1.476365059,0,1.961670004,36,23.48717949,3867.128205
0,4481965,-755,29406,4471.654146,2200.691759,19.52257983,11.52659277,22.98675685,16533,-77.34076925,320.7481672
1,-145504,-48787,-9384,-146.0051531,-84.14494552,-1.207852169,0,-2.413845049,-599,-5.802306425,3015.37397
1,617115,-11678,6655,566.4384743,316.1352733,-13.83647276,-0.507459241,-1.634242887,2368,-148.8731053,-8560.17808
0,98847,53043,3041,43.03673985,23.68504878,0,0,0,181,27.09313725,2939.776738
1,-236103,-851,-2792,-69.50274965,-23.69377082,-11.21009331,-2.45022171,-9.776445623,-301,-157.2006472,-5035.144013
0,3261113,550673,19289,904.0864736,189.5739265,36.7264589,-0.991403103,31.98132897,3569,54.15900256,1411.185538
0,488042,-311,3647,1188.413374,593.7219194,-6.905897451,-4.374748041,-3.647143953,3866,-25.34772936,-238.4506627
1,115988,-528,3604,26.79516044,17.56600127,-5.192946618,-1.001186597,1.124843355,126,117.1531711,4581.060767
0,15359,628,7,85.37702166,24.74478676,3.619534896,0.273719585,3.828865306,353,-4.733499766,575.2484007
0,24684,20629,418,-0.499937637,-0.64382462,0.983150853,0.983150853,-33.86889533,1,223.9047619,9671.214286
0,512381,-968,10012,755.5320897,364.612634,3.631065363,0.485599094,4.954717843,3166,22.89159638,1386.830366
0,1086442,-105,10579,72.53125562,19.53090385,-0.266959198,0,-0.015622412,286,-36.79010239,-2689.885666
1,-476648,-11245,-16072,-1790.254926,-683.9738853,-2.196654883,-1.217636864,-14.2293769,-6849,78.62978252,1878.276362
1,-108234,-977,-9737,-180.1480667,-66.99997567,-11.19432734,-2.466765809,-10.83326274,-749,-158.7801279,-3765.939774
1,-76756,20579,-509,-1727.969041,-762.9429233,-29.74632245,-7.48471271,-90.77882695,-4060,216.2611591,8304.334582
0,-108043,588,-18,3.34532028,0.403619603,-2.043030267,-2.535800165,-8.767836562,12,121.4666667,1359.133333
1,-1214,296,-42,6.380401325,0.929778921,5.24290973,0.739627734,4.002890348,21,-386.6363636,-5403.484848
1,-1277766,-10497,-35621,-12700.88581,-4930.867289,-19.61545297,-6.656419667,-15.06437886,-23847,233.7764947,5833.911706
1,3066262,-31107,-4076,966.4036904,942.3209623,6.299810093,2.279514719,92.07358993,4043,-112.2888847,-2637.786223
0,-8714046,-1165,-4788,-3961.988417,-573.2962397,-4.803782059,-0.250984132,-0.799441467,-10713,37.10366517,358.4512334
0,278,-205,30,-2.352269571,-0.195311945,-0.440496746,0.0194171,-0.982004517,-7,11.38888889,32.72222222
0,1912188,33316,14890,38158.96174,131.8539423,2.072738044,0.523293419,4.042611884,21962,-14.25463725,398.4209777
0,1617891,3473,26483,1489.020928,755.3090896,1.037808017,-0.234262308,2.546311401,6123,-10.87656045,-3568.78986
1,-76328,-6211,-1896,-57.15928889,-25.72105954,37.77636105,-1.68813261,29.96967079,-231,-49.88945578,-540.4516901
0,67833,43559,1215,5.132942922,1.76419607,-1.747126954,0,3.478028737,29,-67.33806147,-2426.995272
1,196046,7025,-1272,-452.2251759,-185.7481816,-2.263757679,-4.496713736,-6.029092471,-1716,1.459313557,1002.934316
0,281597,1483,1638,20.03610636,8.161359352,-0.229020572,-4.130005063,-5.681699751,116,346.1042175,31144.3778
0,475261,9753,16081,1772.521149,672.0455411,-0.314404932,-1.270158372,11.45471816,6772,-35.77296694,462.921805
0,102899,52837,3111,29.27199904,19.09326408,-7.647416117,-4.867443289,-10.59137514,151,-3.114409915,2340.933685
0,-2933,-2904,-138,0.011790536,0,-0.027384401,0,0.204535284,0,92,1288
1,5057105,-242850,16298,173616.9114,52342.38219,11.30833601,1.552396844,13.38476241,213658,-39.45824897,-2913.745284
1,-1437180,2434,572,-13493.02178,-1854.416789,-20.52785569,-10.48258912,-13.30097404,-35294,41.54406703,1430.83066
0,5301473,33330,18998,173603.6893,52333.14636,6.818108911,0.065535019,2.652890258,213596,-9.643667276,-814.3977883
1,-57505,-26668,-5229,-271.659357,-35.8553008,-12.97888442,0,-12.54237789,-890,-294.1707317,-8733.976718
1,-182965,1837,-14922,-250.2557477,-49.02587603,1.066396059,1.034013845,-7.043518005,-868,-83.95448278,-2028.328726
1,-1207365,354,-12107,-85.69360971,-18.1348251,0.236628594,0.236628594,0.495658837,-385,24.0744898,-746.6096939
0,15162,505,738,55.64421911,21.97261817,6.845729896,0.241433113,6.403474119,201,75.49509804,239.6176471
1,-79850,89170,-3568,-171.7908843,-221.321455,-28.1574966,-0.739178985,-20.62216163,-1612,242.8245029,17649.90738
0,170773,-11351,14250,217.4836033,41.15041276,-4.776847971,-1.513259347,-0.274105757,760,-11.72553589,-5470.100872
1,-3480,-1802,-13,-0.380242595,0,0,0,0,-2,-51.5,-1313.75
1,-1079,-532,-111,-1.391081064,-1.352215479,0.005001602,0.251336785,0.261441542,-5,2.571428571,101.2857143
1,2180,-231,-4,28.39706482,4.05429324,-1.031659034,-0.503079823,-0.525936315,72,-13.4832664,-383.2382865
1,4292,754,162,37.64842105,7.150222105,7.014220345,0.993206094,7.489867721,148,1.222222222,993.2352941
1,-116619,-868,-9906,-189.2000256,-67.20971968,-11.19432734,-2.466765809,-10.33780402,-789,650.4579674,5911.560226
1,-626,-54,-13,3.712714842,0.940702636,0.968541699,0.239018782,0.97095603,16,-70.55555556,-1126.388889
1,-297943,94,-6165,-489.1480806,-205.9508591,-2.546302899,-0.019832732,-1.242797833,-2006,52.82990196,-1483.979902
1,2757450,-57212,-20268,4231.283005,1349.551894,-8.315508857,-1.459018535,-3.441545281,16541,-34.79290144,-3027.919762
0,25151,1364,14,1.084292153,0,0.253875541,0.253875541,4.962312979,2,-27.5,5902
0,2741354,5734,22542,343.1222596,105.6553427,-3.879516089,-1.232451216,-1.381352073,1330,-23.48866852,859.1233817
0,4209,-2555,3566,3307.510459,735.6770049,3.342585539,1.218166336,18.81450053,11173,-0.91491045,760.4437845
0,5441,5762,400,6.839446111,2.535219508,1.432766643,0.241433113,-0.294036393,27,-85.67857143,-2887.071429
1,43206,268690,-285,-223.306054,-99.38437355,-7.097827081,-1.940007727,-9.973417995,-834,-18.29254727,-4508.807564
1,-347865,244,-3767,519.1162019,-6.294771186,11.66224762,7.465139582,11.94259132,1660,0.069632883,552.4439097
1,-3929,839,-161,-3.393777825,-3.778907306,4.669426306,0.769632768,0.861220262,-17,198.185,13628.74
0,3993,-296,275,5.627843422,-1.59596385,-0.845811266,-0.246237632,-0.771712009,28,294.1564465,12924.57783
1,4088729,-61,24822,6893.329305,3672.767939,-1.006496454,-1.275194685,5.814612973,24634,-35.79363569,-969.9603043
0,177461,-469,6854,9.047880749,5.222191234,0,0,0,42,66.61904762,1681.238095
0,398447,3315,6928,83.93556455,9.38327505,12.09968866,-0.007344225,6.723143646,306,226.8818116,6807.235114
1,-3171630,-547350,-19557,-843.7664753,-189.5632885,-38.76914175,-0.495458722,-39.7770165,-3336,33.42213027,7025.63943
0,1295763,146520,-74,9636.056505,4957.710645,-2.673443361,-0.234262308,179.4072457,27636,-162.0220846,-4285.690693
0,-1430135,413,-5990,3.814456316,8.757222601,3.482671912,-0.720183701,3.732707466,-17,-108.244628,-10366.55587
1,-354900,1753,-5421,-1527.821714,-591.1869758,6.451298997,0.042064427,-4.657511019,-5804,168.9494978,4032.8183
1,-1346116,220,-15426,-19124.76918,-14551.68049,0.024375719,0.256483984,-14.93374778,-52564,20.08402289,157.5540107
0,-142918,-227,-4933,-3767.643524,-1485.243294,4.846744704,2.316328012,-5.557966311,-9878,40.02487826,2279.411243
1,-873334,1680,-9105,-193.6440145,-67.8528579,-10.94753913,-0.014708191,-7.739733505,-790,-189.057747,-9329.898721
1,-1333,-182,-22,-12.75483861,-6.113696186,-3.126097147,-1.437380181,-2.899616332,-35,-43.31428571,-1991.171429
1,-37991,655,-1551,-40.19704753,-8.645633739,-3.127173542,-0.46383937,-0.96981735,-162,-132.0306748,-2919.515337
0,-544,566,-15,1.737260345,0.211862632,5.034854502,1.931955381,3.827193713,9,-643.6363636,-7591.772727
1,1189781,2656,-369,-0.198536013,2.39406024,-5.388454007,-0.007170805,-3.992441101,-25,-97.01176471,59100.29902
1,-1088808,1810,-3933,-27.35517921,-9.09659631,-1.319154986,-0.456353456,-1.144231105,-127,-2.484406878,-5520.173516
1,-242508,-7368,-3702,-242.5331322,-106.5758858,-7.097827081,-1.940007727,-9.72208121,-894,-63.09899889,-8653.065628
0,400397,-50359,9635,263.7516086,117.5402843,4.385586804,0.948904565,4.706319965,1077,18.43968128,-1662.878072
1,-1351554,561,-15615,-19128.51175,-14552.37184,-1.006205474,-0.243823301,-15.45891854,-52576,-3.092447697,-529.0636364
0,320279,37600,22157,136.2971626,10.87151303,-44.77077761,1.24457004,-38.27056086,549,224.3108573,5682.158366
0,803123,-133,15084,6881.185023,5013.344322,22.5826279,2.285034615,18.32047784,23957,21.32498769,1401.825398
0,203681,-82103,19966,112.9304543,25.31953986,-4.383624672,1.24457004,-2.269031276,490,66.4250247,1006.546614
1,-131223,-350,-6937,-631.1459862,-157.784299,2.981233114,3.356259016,4.324244264,-2281,-12.37082452,-1050.238055
0,49302,5493,2384,92.31896013,9.223380423,12.01832604,-0.49580009,6.375640985,346,161.4638253,6336.459166
1,333482,1575,1978,-93.22852151,-52.20016662,-4.228799016,-0.234953028,-8.199966037,-374,153.0446809,4543.995745
0,-10047,-5457,-599,-74.18863871,-34.39937934,0,0,-3.218141896,-225,3.625550661,-1086.123348
1,-202355,-820,-5326,-1042.896431,-558.1131528,-20.28410969,-1.270704512,-21.36410128,-3047,-59.96437824,-1554.076101
0,246780,50,905,949.1631324,428.9706242,6.096426058,2.797162879,12.18830158,3788,-15.85843503,-4743.512141
1,-30098,-2508,-1834,-477.7692398,-152.4201905,-50.55669753,-6.86598599,-42.51762244,-1458,-136.5205387,-4520.945455
1,-389934,1530,-2882,-2.343627526,-0.45329708,4.446568748,0.251336785,5.616867395,-18,75.19379845,-1869.155814
0,236103,851,2792,69.50274965,23.69377082,11.21009331,2.45022171,9.776445623,301,157.2006472,5035.144013
0,225996,-639,-1059,591.4209256,448.7049429,2.233308587,-0.46383937,6.42780579,2440,-128.204361,-2424.823202
1,-17846,-225,-1503,-22.72895695,-8.597075856,-1.695106802,0,0.009477354,-91,276.090035,29988.79283
0,33016,2814,3009,220.9855513,84.72497949,23.58816746,9.159741321,20.45945075,862,313.3233296,7238.535561
1,-2368,90,-81,-4.293093154,3.496667322,-2.652363288,0.9270647,-0.332139041,-26,-36.08894009,-3930.18341
0,21477,-1383,701,1495.359268,261.5412982,75.46154699,4.791457013,103.0727036,3150,-35.44657462,1657.286721
1,-133338,155,6423,19.84918748,-287.4954055,-0.659065645,0.241433113,-0.444082336,-268,55.76269251,1334.182283
0,-47169,-1181,743,3885.164288,1568.002552,-0.017421158,-0.25643994,12.3803868,10353,13.04738632,583.0284092
0,21499,-821,296,6.260723123,0.330892109,0,0,0,26,119.6,17636.96667
0,17711773,43570,89956,16284.30325,5712.420467,-2.185897547,0,-1.428439917,60658,-91.99896397,-9105.117205
1,-485658,-2616,-5947,-251.8118453,-50.20312526,4.842589142,-0.262154679,3.671576102,-891,81.83629586,-1103.761663
0,1253680,-569,5917,893.5991135,208.0028426,11.18461225,7.216316164,12.20403589,3298,-40.59839274,-157.1424328
0,63849,-2865,5250,140.7517699,34.99374814,3.68675943,0.495909018,2.941411623,575,94.71926815,4420.088622
1,-231033,220,-7768,-170.102928,-99.29919477,-0.784378024,-1.005821156,-0.588257874,-665,47.4030837,-550.727082
1,-1444653,153,-6685,-41.27274037,-11.20569828,0.511615722,0.062297748,-0.135322855,-187,-193.8279613,-12533.73234
1,-7233,-335,-417,-8.68616223,-5.775727591,-0.266959198,0,-0.020624014,-40,-79.125,-1841.3
1,86823,3281,-1895,47.6654296,-3.830482995,1.431889253,0,2.176969553,167,-9.618486607,8359.03341
0,17867,2815,1676,216.7367723,81.42085224,22.54649798,8.892782123,19.69437832,838,209.8233296,6748.993136
1,-757,-6,-70,1.643008722,1.260137259,-0.259030243,0,35.53435503,5,4.666666667,269.5
1,-10073,-1576,-1047,-18.34655509,-3.253539777,-9.482039461,0.446458158,-13.74276221,-91,-279.528234,-4531.820697
0,870609,-834,13807,133.1128415,55.92724395,1.488280766,1.020656865,0.985200943,562,135.1584507,5187.5
1,13893,-1216,528,32.38637513,8.040742745,2.737549646,0.737554985,0.30963973,124,55.19589041,227.4780822
0,1488180,-36699,29033,12579.39849,4850.884396,20.4515038,7.161683024,12.65559183,23339,-30.32348202,345.4622639
1,-3301,-866,-127,-2.700986598,-0.743136379,0.005026736,0.251336785,-0.74898362,-13,-68.3,-1660.233333
0,-621130,1904,2224,-3189.240153,-1957.906288,-17.76033807,-0.495658837,-89.78889805,-10746,19.88609996,-265.4783266
1,325,327,-1,2.312104678,0.382372383,2.669083975,0.490504135,1.459139958,8,-16.44444444,1184.333333
1,-24125,-23069,-124,-3.911668073,-7.386418686,-0.472890366,-0.958489459,-41.63427342,6,-36.6984127,-13107.3254
0,598289,-28653,6639,486.5538909,305.4104603,-2.503976061,1.001043632,0.012830054,2308,-36.94056139,-1260.625826
1,-5977,-21,-478,-64.12373412,-26.64668491,-1.022783066,-0.00490207,-3.497384045,-218,-202.9796137,-5038.478183
1,-131535,-55958,-1746,-376.4335808,-12.73963463,-20.27735187,1.524568937,-11.72840193,-770,-194.6167076,-10280.3989
1,119451,3458,-691,-16.760233,-3.793985339,-11.83342633,-0.990922022,9.197674347,-75,-303.9405589,-2516.305851
0,830888,-21975,18678,5616.317965,5287.587573,7.739535202,0.012318003,2.47154381,3413,-6.905958747,-212.7151261
1,-731,-974,-47,-0.663646096,0.193540169,-0.946514377,-0.236628594,-0.236628594,-3,-153.75,-1668
1,-238271,860,1792,185.1017164,71.44413633,16.16977191,8.422303095,16.04013093,703,-46.48843515,-23002.5762
0,307,-712,11,-0.197301579,-0.209744006,-0.734477504,-0.239018782,-0.732087316,-1,-0.5,26
0,4287627,-313,24437,3456.760298,1648.358241,6.323281449,11.25707485,6.838435992,13598,-37.21665191,652.3446325
0,335,343,5,-18.67619971,-5.899177234,-6.613649951,-4.867443289,-9.054529151,-52,-33.20754717,-876.4339623
0,-90535,819,-171,-66.51152625,-39.99063658,-5.753076134,-1.989806462,-11.50129905,-228,41.43830461,-628.08878
1,-1480781,-146921,-15032,-9889.537403,-5011.955372,-7.368876274,0,-190.3076561,-28534,42.67221938,417.6808706
1,791,881,42,-1.015667308,-1.501658313,0.241583181,0.25643994,-1.781822277,-4,-56.35555556,-1735.6
1,-223657,201,-6174,-54.50955677,-11.31593527,0,0,-5.420828686,-201,36.97476636,-4432.763551
0,1379886,284,20005,955.3648456,572.2868609,2.33803118,0.206297991,1.575441165,3977,-59.4542003,-2874.588647
0,637558,-495,1448,20673.77515,5606.254758,-0.242822383,-0.734203012,31.85023707,56181,-127.8524246,-1900.924653
1,-17280,-206,30,-3.664364008,-4.502134748,-1.78892877,-0.498878883,-2.072441091,-19,-87.61416825,-1308.59203
1,114433,151183,-1866,75.69335322,-5.414889883,-23.58816746,-9.159741321,-20.94980632,-80,-210.5705276,2496.576395
1,-2979,-3196,-45,-4.024494191,-2.470609442,0,0,-0.764692789,-17,-5,-531.9444444
0,631261,660,7485,594.3495973,316.9612456,-3.730874001,-2.357629715,0.926747009,2482,-11.37952243,1440.932615
0,1673419,22253,16569,1558.547277,561.4700712,-2.749446677,-0.206549825,-0.497073139,5750,18.60233015,1834.207463
0,89483,3323,-268,60.31999838,0.010638022,-2.042682847,-1.486861825,-7.795687535,233,87.58113284,8436.824968
1,-356674,-2070,-2804,-24.72340699,-4.367622676,-2.043902999,-0.505263358,-1.280200365,-92,-258.2553191,-8133
0,334731,2347,9579,-1119.582421,-571.0483738,5.812923875,2.022595595,-1.995986766,-3567,50.55426669,2885.267405
1,-157173,-153726,-1546,-299.0526749,-80.08978303,0,0,0.495458722,-789,713.747198,-67.3119552
1,5915,-381,-9,4.336542553,-1.290911205,-2.237829202,0,-1.496035312,24,-112.6825397,-2803.888889
1,81828,-1275,315,1695.167844,742.3425374,29.48200919,7.967652839,91.94564944,3910,-73.26834687,-292.1234408
0,321388,37170,22188,175.9785117,42.22971802,6.74872387,1.24457004,3.763903368,694,-601.6619318,-4279.035511
1,-230438,84,-2317,-47.06235249,-22.32109881,-7.229206771,-2.45022171,-7.787929476,-196,65.02457798,2396.094726
0,5093744,-421,-5515,65384.03367,31958.78104,-0.9608038,-1.486893231,0.317423087,186135,-47.47310973,-2572.226272
1,-626516,-150617,-6707,-246.0643234,-74.60492616,-20.9014054,-1.220177676,-14.41078109,-682,-235.7872648,-11977.04342
1,-1347791,-249,-15480,-19122.51104,-14548.33649,-1.964914674,-0.480451895,-14.18948554,-52555,9.347552303,-198.8036364
0,708507,-766,9363,-48.96222352,-22.01545506,-8.985117751,-2.468859567,-6.98260423,-126,52.21979165,3377.849501
1,-888629,32,-5629,-3236.959494,-1964.189683,-18.01677801,-0.752098777,-90.04533799,-10952,-9.02859198,-1032.805341
0,573208,2655,-7144,-559.173735,-304.6140858,-2.494499708,-1.005800106,-9.793499059,-2359,19.64467394,60155.34769
0,5523,-76,453,48.80067956,20.92430996,-5.914651659,-4.621108106,-5.917827709,178,176.5220666,4735.960888
0,-43869,-322,-2490,-143.6924309,-35.81725887,-25.55765548,-2.724596135,-20.04762089,-537,-32.90429338,-1010.419371
0,-480,-329,-23,-18.19272368,-5.899177234,-7.647416117,-4.867443289,-10.32972843,-50,133.2924528,10478.56604
1,4067707,484,444,12343.51607,4325.567437,-3.792510516,0,-1.091409463,26753,-71.11483611,-7290.464826
1,-285456,-276211,-3402,-19.03353798,-6.997972053,0,0,0,-59,-43.80645161,-4107.258065
0,-579,635,66,1.882266886,0.400943718,0.239018782,0,0.007099097,7,-1078,-13937.3
0,157639,1535,6672,660.1342846,296.7842592,24.64606031,-2.530824192,10.12216345,2373,59.06265664,1683.774854
1,-248,-2837,-120,24.47842713,26.13935395,37.44170503,-1.268276153,36.00877175,87,-79.00453515,-1807.011338
0,46212,6922,3614,79.08766091,22.89710486,3.443138572,-0.236628594,4.704914301,308,199.3955696,4024.658228
0,164215,-116556,20642,-123.0741631,-37.86006501,6.74872387,1.24457004,4.25936209,-95,112.0852662,-4346.347467
1,-84511,-65054,-5100,-148.1172773,-67.78955791,1.569509682,1.195433404,-67.82700662,-559,-191.3277197,-9241.617693
0,206691,15160,2511,15.10960464,4.214155629,0,0,-0.243871831,69,321.1884058,17454.11594
1,-576651,-1740,-7203,-293.717732,-134.7801423,-13.93220192,-4.706676454,-7.161239363,-1186,8.616225166,-1359.048951
0,76363,139,3529,160.4326353,87.96153142,2.862154392,1.807935701,3.365702959,668,-11.51304348,1954.338095
1,-53837,995,-1603,-195.5616528,-62.677666,8.926975434,-0.956511861,13.93049949,-761,254.1343266,4756.684606
0,5271243,-10861,18278,173625.8354,52346.30885,10.81763377,1.552396844,8.410698362,213671,-66.75818034,-916.3808362
0,2432,2690,187,14.99981885,5.218851037,14.07779645,1.268276153,6.521151203,57,-115.968254,-629.3492064
0,32282,2476,1061,64.28493847,21.39162749,21.91076552,0.482866226,26.39360821,270,12.29779412,2653.231618
0,2202138,-6953,20073,373.6409754,188.6729065,-16.00200725,-1.72770554,-9.899081651,1476,-216.563624,-4725.773399
1,-219232,657,-1000,-451.5895911,-139.907031,-12.39200433,-2.706561312,-13.31085005,-1792,141.0880822,329.1923288
0,-96012,9044,-319,-948.6661531,-475.2500596,6.629317601,0.002763473,3.954399074,-2945,33.15639293,2404.909304
1,-1756657,2876,92,-13268.82913,-1740.456786,-22.69671143,-12.0489754,-13.54289849,-34365,31.66280106,-537.9304685
1,4854287,-5456,13049,173591.3094,52344.53064,9.109173621,1.081458377,11.1879902,213548,-391.0845459,-12994.66266
1,-1084394,-2861,5870,604.5890759,120.8233261,3.472196642,1.979124478,3.793579742,2125,5.113255153,-60373.75206
1,851305,-2958,8953,18822.04327,14480.20892,-0.03822608,-0.023135897,13.44910112,51487,-67.56635448,-3792.815674
0,7357936,94,43515,12432.91351,9565.542365,-46.29605755,1.253120168,-34.36418758,46759,-2.706890965,-647.8195333
